ID,Age (in years),Experience (in years),Income (in K/year),Income Categorical,ZIP Code,Family members,Education,Employment,Mortgage,Personal Loan,Securities Account,TD Account,Online,CreditCard,Net Worth (in K$),Investment Portfolio (in K$),Risk Tolerance,Financial Goals,Wealth Management Service Level
1267,64,39,113,High,92121,1,Professional,Self-Employed,0,No,No,No,No,Yes,1053,0,Conservative,Wealth Growth,Private
1268,50,23,23,Low,94720,2,Graduate,Working Professional,0,No,Yes,No,No,No,179,463,Moderate,Retirement,Basic
1269,34,9,62,Medium,92677,3,Undergraduate,Working Professional,0,No,No,No,No,No,744,0,Conservative,Wealth Growth,Premium
1270,36,11,14,Low,92673,4,Professional,Self-Employed,100,No,No,No,Yes,Yes,497,0,Conservative,Tax Optimization,Basic
1271,43,18,60,Medium,91311,2,Professional,Self-Employed,0,No,No,No,No,Yes,472,0,Moderate,Estate Planning,Basic
1272,28,4,94,Medium,92115,3,Undergraduate,Working Professional,236,No,No,No,Yes,No,858,0,Conservative,Tax Optimization,Premium
1273,64,39,83,Medium,95616,3,Graduate,Working Professional,0,No,No,No,Yes,No,695,0,Conservative,Wealth Growth,Premium
1274,60,35,130,High,95741,3,Professional,Self-Employed,437,Yes,No,Yes,Yes,Yes,1236,83,Moderate,Retirement,Private
1275,62,37,61,Medium,93117,4,Undergraduate,Working Professional,0,No,No,No,No,No,437,0,Conservative,Retirement,Basic
1276,27,2,92,Medium,95616,2,Undergraduate,Working Professional,178,No,No,No,Yes,No,707,0,Conservative,Wealth Growth,Premium
1277,42,16,20,Low,95351,2,Professional,Self-Employed,117,No,No,No,Yes,Yes,512,0,Moderate,Retirement,Premium
1278,45,20,194,High,92110,2,Undergraduate,Working Professional,428,No,No,No,No,No,1777,0,Moderate,Estate Planning,Private
1279,36,10,74,Medium,94305,1,Undergraduate,Working Professional,0,No,No,No,No,Yes,811,0,Conservative,Retirement,Premium
1280,48,22,84,Medium,90024,2,Professional,Self-Employed,145,No,No,No,No,No,739,0,Moderate,Tax Optimization,Premium
1281,65,40,98,Medium,95064,3,Graduate,Retired,333,No,No,No,No,No,1229,0,Conservative,Tax Optimization,Private
1282,39,15,52,Medium,92093,3,Undergraduate,Working Professional,0,No,No,No,Yes,No,397,0,Conservative,Tax Optimization,Basic
1283,51,26,55,Medium,93955,1,Graduate,Working Professional,236,No,No,No,No,Yes,724,0,Moderate,Estate Planning,Premium
1284,30,6,64,Medium,94305,4,Undergraduate,Working Professional,117,No,No,No,No,No,774,0,Conservative,Wealth Growth,Premium
1285,65,40,128,High,90740,1,Undergraduate,Retired,162,No,No,No,Yes,No,935,0,Conservative,Wealth Growth,Premium
1286,38,13,113,High,94720,4,Graduate,Working Professional,0,Yes,No,No,No,Yes,702,0,Conservative,Education Funding,Premium
1287,29,3,50,Low,94010,3,Graduate,Working Professional,0,No,No,No,No,Yes,574,0,Conservative,Estate Planning,Premium
1288,42,18,54,Medium,94010,4,Graduate,Working Professional,0,No,No,No,No,No,399,0,Moderate,Tax Optimization,Basic
1289,63,38,129,High,91326,1,Undergraduate,Working Professional,366,No,No,No,Yes,No,1390,0,Conservative,Retirement,Private
1290,46,21,82,Medium,94523,4,Undergraduate,Working Professional,0,No,No,No,No,No,500,0,Moderate,Tax Optimization,Basic
1291,62,38,100,Medium,90277,4,Graduate,Working Professional,0,No,No,No,Yes,No,647,0,Conservative,Retirement,Premium
1292,58,34,44,Low,94111,4,Undergraduate,Working Professional,0,No,Yes,No,No,No,315,418,Moderate,Estate Planning,Basic
1293,56,30,164,High,94610,4,Graduate,Working Professional,234,Yes,No,Yes,Yes,Yes,1191,376,Moderate,Education Funding,Private
1294,56,31,81,Medium,92373,2,Undergraduate,Working Professional,121,No,No,No,Yes,Yes,723,0,Moderate,Education Funding,Premium
1295,34,10,71,Medium,95003,1,Undergraduate,Working Professional,257,No,No,No,Yes,Yes,970,0,Conservative,Tax Optimization,Premium
1296,42,17,28,Low,92866,1,Professional,Self-Employed,90,No,No,No,No,No,424,0,Moderate,Wealth Growth,Basic
1297,30,6,80,Medium,92399,3,Undergraduate,Working Professional,219,No,No,No,Yes,No,1028,0,Conservative,Tax Optimization,Private
1298,61,35,90,Medium,95814,4,Graduate,Working Professional,0,No,No,No,Yes,No,925,0,Conservative,Education Funding,Premium
1299,38,14,74,Medium,90274,1,Graduate,Working Professional,0,No,No,No,Yes,Yes,714,0,Conservative,Estate Planning,Premium
1300,50,25,14,Low,95762,2,Professional,Self-Employed,0,No,Yes,No,Yes,No,472,66,Moderate,Tax Optimization,Basic
1301,61,36,23,Low,91754,2,Graduate,Working Professional,103,No,No,No,Yes,No,481,0,Conservative,Tax Optimization,Basic
1302,41,17,153,High,92121,1,Undergraduate,Working Professional,337,No,No,No,No,Yes,1422,0,Moderate,Estate Planning,Private
1303,42,16,38,Low,94087,3,Professional,Self-Employed,0,No,No,No,No,No,657,0,Moderate,Tax Optimization,Premium
1304,29,5,112,High,94720,2,Graduate,Working Professional,382,No,Yes,No,No,No,1260,117,Aggressive,Retirement,Private
1305,51,26,145,High,90025,1,Undergraduate,Working Professional,397,No,No,No,No,Yes,1344,0,Moderate,Tax Optimization,Private
1306,32,6,28,Low,94025,2,Graduate,Working Professional,88,No,No,No,Yes,No,507,0,Conservative,Estate Planning,Premium
1307,34,9,31,Low,94115,4,Professional,Self-Employed,0,No,No,No,Yes,Yes,453,0,Conservative,Education Funding,Basic
1308,26,2,195,High,94546,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,1058,0,Conservative,Tax Optimization,Private
1309,54,24,50,Low,92037,3,Professional,Self-Employed,0,No,No,No,Yes,Yes,474,0,Moderate,Wealth Growth,Basic
1310,38,14,71,Medium,95136,4,Professional,Self-Employed,0,No,No,No,No,No,524,0,Conservative,Education Funding,Premium
1311,62,36,21,Low,95616,3,Professional,Self-Employed,0,No,No,No,No,No,158,0,Conservative,Retirement,Basic
1312,37,11,35,Low,90044,2,Professional,Self-Employed,125,No,No,No,No,No,583,0,Conservative,Education Funding,Premium
1313,46,21,42,Low,92691,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,361,0,Moderate,Wealth Growth,Basic
1314,52,27,78,Medium,92008,4,Professional,Self-Employed,141,No,No,No,Yes,No,679,0,Moderate,Wealth Growth,Premium
1315,32,6,73,Medium,94305,4,Graduate,Working Professional,0,No,No,No,No,No,712,0,Conservative,Education Funding,Premium
1316,49,25,53,Medium,95134,2,Professional,Self-Employed,181,No,No,No,No,No,893,0,Moderate,Education Funding,Premium
1317,28,3,51,Medium,94086,2,Professional,Self-Employed,123,No,No,No,No,No,772,0,Conservative,Education Funding,Premium
1318,55,30,40,Low,95521,2,Professional,Self-Employed,0,No,No,No,Yes,No,606,0,Moderate,Retirement,Premium
1319,52,26,178,High,94234,1,Undergraduate,Working Professional,0,No,No,No,No,No,1197,0,Moderate,Tax Optimization,Private
1320,32,6,35,Low,94005,2,Undergraduate,Working Professional,0,No,No,No,No,Yes,287,0,Conservative,Retirement,Basic
1321,31,7,192,High,90250,1,Graduate,Working Professional,0,Yes,No,No,Yes,No,1406,0,Conservative,Education Funding,Private
1322,27,3,123,High,95138,1,Undergraduate,Working Professional,0,No,No,No,No,No,916,0,Conservative,Tax Optimization,Premium
1323,32,5,48,Low,94022,2,Graduate,Working Professional,0,No,Yes,Yes,Yes,Yes,561,607,Aggressive,Retirement,Premium
1324,52,26,45,Low,91604,3,Graduate,Working Professional,0,No,No,No,No,No,330,0,Moderate,Retirement,Basic
1325,52,28,15,Low,95064,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,291,0,Moderate,Tax Optimization,Basic
1326,50,24,79,Medium,94304,1,Undergraduate,Working Professional,120,No,No,No,Yes,No,916,0,Moderate,Wealth Growth,Premium
1327,32,5,63,Medium,90024,4,Graduate,Working Professional,0,No,Yes,No,Yes,No,460,472,Aggressive,Estate Planning,Basic
1328,61,35,30,Low,94720,2,Professional,Self-Employed,0,No,No,No,Yes,No,316,0,Conservative,Estate Planning,Basic
1329,60,36,145,High,95616,4,Undergraduate,Working Professional,380,Yes,No,No,No,Yes,1401,0,Moderate,Education Funding,Private
1330,28,4,32,Low,90095,3,Graduate,Working Professional,0,No,No,No,No,No,228,0,Conservative,Estate Planning,Basic
1331,34,9,64,Medium,92346,2,Undergraduate,Working Professional,224,No,No,No,Yes,Yes,648,0,Conservative,Wealth Growth,Premium
1332,31,7,84,Medium,92692,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,557,0,Conservative,Wealth Growth,Premium
1333,31,5,21,Low,94309,1,Graduate,Working Professional,0,No,No,No,Yes,No,553,0,Conservative,Retirement,Premium
1334,62,38,99,Medium,95014,4,Graduate,Working Professional,0,No,No,No,Yes,No,931,0,Conservative,Wealth Growth,Premium
1335,47,22,35,Low,94304,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,440,0,Moderate,Estate Planning,Basic
1336,50,24,180,High,94539,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,1007,0,Moderate,Estate Planning,Private
1337,36,12,42,Low,93555,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,459,0,Conservative,Wealth Growth,Basic
1338,26,0,179,High,92028,4,Graduate,Working Professional,0,Yes,No,No,No,No,1317,0,Conservative,Tax Optimization,Private
1339,51,27,42,Low,90245,4,Professional,Self-Employed,0,No,No,No,No,No,681,0,Moderate,Estate Planning,Premium
1340,52,25,180,High,94545,2,Graduate,Working Professional,297,Yes,No,No,Yes,No,1636,0,Moderate,Tax Optimization,Private
1341,35,11,82,Medium,94131,4,Undergraduate,Working Professional,0,No,No,No,No,No,870,0,Conservative,Education Funding,Premium
1342,42,16,55,Medium,91355,2,Undergraduate,Working Professional,149,No,No,No,No,No,836,0,Moderate,Retirement,Premium
1343,36,12,79,Medium,90041,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,751,0,Conservative,Retirement,Premium
1344,41,17,48,Low,92831,2,Professional,Self-Employed,215,No,No,No,No,Yes,583,0,Moderate,Estate Planning,Premium
1345,49,25,93,Medium,93117,1,Undergraduate,Working Professional,0,No,Yes,No,Yes,No,548,473,Moderate,Tax Optimization,Premium
1346,57,32,23,Low,92126,2,Professional,Self-Employed,0,No,No,No,No,No,577,0,Moderate,Tax Optimization,Premium
1347,44,20,50,Low,95670,3,Undergraduate,Working Professional,200,No,No,No,No,No,684,0,Moderate,Education Funding,Premium
1348,60,34,85,Medium,91367,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,838,0,Moderate,Estate Planning,Premium
1349,38,14,35,Low,95051,1,Graduate,Working Professional,97,No,No,No,Yes,No,586,0,Conservative,Tax Optimization,Premium
1350,26,2,171,High,93943,3,Graduate,Working Professional,0,Yes,No,No,Yes,No,992,0,Conservative,Tax Optimization,Premium
1351,29,2,29,Low,90266,4,Graduate,Working Professional,0,No,No,No,No,Yes,303,0,Conservative,Wealth Growth,Basic
1352,59,35,84,Medium,94588,1,Professional,Self-Employed,0,No,No,No,Yes,Yes,487,0,Moderate,Education Funding,Basic
1353,51,27,20,Low,90401,4,Graduate,Working Professional,0,No,No,No,Yes,No,190,0,Moderate,Tax Optimization,Basic
1354,50,25,14,Low,94124,1,Professional,Self-Employed,0,No,No,No,Yes,Yes,370,0,Moderate,Education Funding,Basic
1355,35,10,179,High,91942,1,Undergraduate,Working Professional,357,No,No,No,No,No,1681,0,Conservative,Retirement,Private
1356,61,37,48,Low,91910,1,Undergraduate,Working Professional,158,No,No,No,Yes,No,753,0,Conservative,Estate Planning,Premium
1357,42,16,74,Medium,90066,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,545,0,Moderate,Tax Optimization,Premium
1358,55,29,53,Medium,95134,1,Undergraduate,Working Professional,0,No,No,No,No,No,625,0,Moderate,Education Funding,Premium
1359,50,25,83,Medium,92007,1,Graduate,Working Professional,0,No,No,No,Yes,Yes,585,0,Moderate,Retirement,Premium
1360,64,40,171,High,90034,2,Undergraduate,Working Professional,433,No,No,No,No,No,1594,0,Conservative,Education Funding,Private
1361,54,28,85,Medium,92028,4,Undergraduate,Working Professional,0,No,No,No,Yes,No,579,0,Moderate,Education Funding,Premium
1362,50,26,38,Low,95039,4,Graduate,Working Professional,0,No,No,No,Yes,No,322,0,Moderate,Wealth Growth,Basic
1363,31,5,85,Medium,92130,3,Undergraduate,Working Professional,157,No,No,No,Yes,Yes,992,0,Conservative,Wealth Growth,Premium
1364,32,8,79,Medium,92115,1,Undergraduate,Working Professional,0,No,No,No,No,No,811,0,Conservative,Education Funding,Premium
1365,44,19,69,Medium,92129,4,Undergraduate,Working Professional,0,No,No,No,No,No,767,0,Moderate,Tax Optimization,Premium
1366,60,35,43,Low,94720,3,Professional,Self-Employed,0,No,No,No,Yes,Yes,631,0,Moderate,Wealth Growth,Premium
1367,60,34,33,Low,91107,2,Undergraduate,Working Professional,101,No,No,No,Yes,No,468,0,Moderate,Tax Optimization,Basic
1368,62,38,42,Low,95747,3,Professional,Self-Employed,149,No,No,No,No,Yes,837,0,Conservative,Retirement,Premium
1369,46,21,40,Low,94025,4,Professional,Self-Employed,122,No,No,No,Yes,No,379,0,Moderate,Retirement,Basic
1370,57,33,43,Low,91902,1,Professional,Self-Employed,0,No,No,No,No,No,480,0,Moderate,Retirement,Basic
1371,30,5,20,Low,94545,4,Professional,Self-Employed,117,No,No,No,No,No,384,0,Conservative,Wealth Growth,Basic
1372,58,32,65,Medium,95621,3,Undergraduate,Working Professional,222,No,No,No,Yes,No,857,0,Moderate,Tax Optimization,Premium
1373,39,13,139,High,95616,3,Undergraduate,Working Professional,483,Yes,No,No,Yes,No,1324,0,Conservative,Tax Optimization,Private
1374,60,35,135,High,92612,3,Professional,Self-Employed,0,Yes,No,No,Yes,No,739,0,Moderate,Estate Planning,Premium
1375,59,34,84,Medium,94043,3,Professional,Self-Employed,0,No,No,No,Yes,No,776,0,Moderate,Estate Planning,Premium
1376,50,26,179,High,92612,1,Professional,Self-Employed,0,Yes,No,No,No,Yes,1120,0,Moderate,Tax Optimization,Private
1377,63,39,45,Low,92870,4,Graduate,Working Professional,86,No,No,No,No,No,586,0,Conservative,Tax Optimization,Premium
1378,27,3,109,High,93023,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,962,0,Conservative,Wealth Growth,Premium
1379,54,29,34,Low,93305,4,Professional,Self-Employed,0,No,No,No,Yes,No,382,0,Moderate,Tax Optimization,Basic
1380,62,37,162,High,95051,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,1238,0,Conservative,Tax Optimization,Private
1381,60,34,105,High,92103,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,700,0,Moderate,Wealth Growth,Premium
1382,38,12,22,Low,91380,3,Graduate,Working Professional,0,No,No,No,Yes,No,365,0,Conservative,Tax Optimization,Basic
1383,34,8,82,Medium,91775,2,Undergraduate,Working Professional,178,No,No,No,Yes,Yes,726,0,Conservative,Estate Planning,Premium
1384,65,41,105,High,95616,4,Graduate,Retired,230,No,Yes,No,Yes,No,921,408,Conservative,Education Funding,Premium
1385,55,31,62,Medium,91711,1,Professional,Self-Employed,0,No,No,No,Yes,No,543,0,Moderate,Retirement,Premium
1386,57,31,82,Medium,95032,2,Undergraduate,Working Professional,83,No,No,No,No,Yes,895,0,Moderate,Tax Optimization,Premium
1387,27,3,72,Medium,95616,4,Undergraduate,Working Professional,0,No,No,No,Yes,No,846,0,Conservative,Tax Optimization,Premium
1388,35,10,38,Low,95762,4,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,575,0,Conservative,Tax Optimization,Premium
1389,52,28,25,Low,90212,4,Undergraduate,Working Professional,0,No,No,No,No,No,579,0,Moderate,Retirement,Premium
1390,45,15,20,Low,94107,1,Professional,Self-Employed,0,No,No,No,Yes,No,528,0,Moderate,Tax Optimization,Premium
1391,29,3,80,Medium,94305,4,Graduate,Working Professional,0,No,No,No,Yes,Yes,757,0,Conservative,Education Funding,Premium
1392,44,18,84,Medium,91330,3,Undergraduate,Working Professional,0,No,No,No,No,No,625,0,Moderate,Retirement,Premium
1393,47,23,33,Low,90095,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,544,0,Moderate,Retirement,Premium
1394,62,37,55,Medium,95039,3,Professional,Self-Employed,0,No,No,No,Yes,No,739,0,Conservative,Estate Planning,Premium
1395,52,27,33,Low,90095,2,Graduate,Working Professional,0,No,No,No,No,Yes,537,0,Moderate,Retirement,Premium
1396,47,23,190,High,92831,4,Professional,Self-Employed,305,Yes,No,No,No,No,1663,0,Moderate,Tax Optimization,Private
1397,42,18,43,Low,91107,1,Professional,Self-Employed,158,No,No,No,No,No,713,0,Moderate,Wealth Growth,Premium
1398,65,41,45,Low,95521,3,Professional,Retired,0,No,No,No,Yes,No,476,0,Conservative,Tax Optimization,Basic
1399,42,18,141,High,93407,1,Undergraduate,Working Professional,0,No,No,No,No,No,922,0,Moderate,Retirement,Premium
1400,40,16,69,Medium,92009,4,Undergraduate,Working Professional,0,No,No,No,Yes,No,667,0,Moderate,Estate Planning,Premium
1401,32,8,78,Medium,90401,4,Graduate,Working Professional,0,No,No,No,Yes,No,681,0,Conservative,Retirement,Premium
1402,40,15,84,Medium,94521,1,Professional,Self-Employed,0,No,No,No,Yes,No,849,0,Moderate,Wealth Growth,Premium
1403,55,29,172,High,95064,1,Graduate,Working Professional,0,Yes,No,No,No,No,910,0,Moderate,Estate Planning,Premium
1404,32,6,51,Medium,93109,4,Undergraduate,Working Professional,154,No,Yes,No,No,Yes,690,138,Aggressive,Retirement,Premium
1405,58,28,75,Medium,92121,1,Professional,Self-Employed,0,No,No,No,Yes,No,588,0,Moderate,Estate Planning,Premium
1406,46,22,183,High,91605,1,Graduate,Working Professional,0,Yes,No,Yes,Yes,Yes,1274,254,Moderate,Retirement,Private
1407,53,23,20,Low,92123,4,Professional,Self-Employed,0,No,No,No,Yes,Yes,336,0,Moderate,Education Funding,Basic
1408,63,39,101,High,94306,2,Professional,Self-Employed,294,Yes,No,No,Yes,No,945,0,Conservative,Estate Planning,Premium
1409,40,14,129,High,90089,1,Professional,Self-Employed,0,Yes,No,No,Yes,No,1131,0,Moderate,Education Funding,Private
1410,41,17,63,Medium,90745,2,Undergraduate,Working Professional,0,No,No,No,No,No,746,0,Moderate,Tax Optimization,Premium
1411,60,35,44,Low,92126,4,Undergraduate,Working Professional,0,No,No,No,No,No,656,0,Moderate,Tax Optimization,Premium
1412,65,39,184,High,91302,1,Professional,Retired,176,Yes,No,Yes,Yes,Yes,1371,70,Conservative,Estate Planning,Private
1413,59,33,100,Medium,95064,2,Undergraduate,Working Professional,127,No,No,No,No,No,1061,0,Moderate,Tax Optimization,Private
1414,48,24,12,Low,90058,3,Undergraduate,Working Professional,0,No,No,No,No,No,504,0,Moderate,Wealth Growth,Premium
1415,59,33,68,Medium,94105,2,Professional,Self-Employed,128,No,Yes,No,Yes,No,606,133,Moderate,Estate Planning,Premium
1416,33,8,48,Low,94019,1,Undergraduate,Working Professional,212,No,No,No,Yes,No,646,0,Conservative,Retirement,Premium
1417,40,15,82,Medium,93101,2,Undergraduate,Working Professional,0,No,No,No,No,No,586,0,Moderate,Estate Planning,Premium
1418,42,18,52,Medium,94061,2,Undergraduate,Working Professional,0,No,No,No,No,No,669,0,Moderate,Tax Optimization,Premium
1419,65,41,154,High,92008,2,Graduate,Retired,0,Yes,Yes,Yes,Yes,Yes,1238,595,Conservative,Wealth Growth,Private
1420,30,4,39,Low,91105,1,Undergraduate,Working Professional,0,No,No,No,No,Yes,536,0,Conservative,Tax Optimization,Premium
1421,30,4,40,Low,91605,1,Undergraduate,Working Professional,0,No,No,Yes,Yes,Yes,275,167,Aggressive,Estate Planning,Basic
1422,42,17,54,Medium,94720,4,Professional,Self-Employed,164,No,No,No,No,No,853,0,Moderate,Wealth Growth,Premium
1423,32,8,32,Low,94143,2,Graduate,Working Professional,103,No,No,Yes,Yes,Yes,637,261,Aggressive,Education Funding,Premium
1424,55,30,64,Medium,90250,2,Professional,Self-Employed,0,No,No,No,No,No,554,0,Moderate,Education Funding,Premium
1425,29,3,92,Medium,94539,2,Undergraduate,Working Professional,287,No,No,No,Yes,No,1194,0,Conservative,Education Funding,Private
1426,64,38,40,Low,91330,1,Professional,Self-Employed,94,No,No,No,Yes,Yes,721,0,Conservative,Education Funding,Premium
1427,37,11,60,Medium,96651,3,Professional,Self-Employed,0,No,No,No,Yes,No,399,0,Conservative,Retirement,Basic
1428,31,5,85,Medium,95828,2,Undergraduate,Working Professional,119,No,No,No,Yes,Yes,893,0,Conservative,Education Funding,Premium
1429,25,1,21,Low,94583,4,Undergraduate,Working Professional,90,No,No,No,Yes,No,442,0,Conservative,Estate Planning,Basic
